income,debt_ratio,missed_payments,credit_history_months,label
59009.18,0.4531,0,27,0
76024.6,0.1531,1,205,1
54819.33,0.5772,0,41,0
51330.03,0.2108,1,344,1
31789.41,0.0561,1,124,0
24587.98,0.2937,0,27,0
53225.73,0.2211,2,50,0
61415.87,0.4982,0,55,0
33565.08,0.3609,1,188,0
58952.44,0.0331,0,76,1
61340.07,0.1817,0,133,1
22692.65,0.7215,0,112,0
39663.79,0.2064,0,167,1
71917.06,0.3045,0,110,1
71266.13,0.0821,1,8,0
35626.55,0.0643,0,156,1
64299.15,0.3737,1,202,0
94852.97,0.1983,1,26,1
84938.51,0.2592,1,12,0
57361.09,0.2997,0,217,1
48504.44,0.1794,0,66,0
45107.1,0.3548,0,18,0
73903.75,0.6701,2,105,0
65368.57,0.3469,0,81,1
79477.7,0.2266,0,125,1
63534.81,0.0723,0,91,1
86547.08,0.53,0,72,1
62477.8,0.0382,0,279,1
85230.1,0.1197,1,36,0
88598.5,0.4408,0,43,1
41687.77,0.5457,1,119,0
26538.06,0.3201,0,31,0
119919.0,0.466,0,160,1
67204.56,0.181,1,45,0
27680.44,0.0889,0,297,1
43424.59,0.3321,0,90,0
84740.03,0.6194,1,59,0
52793.61,0.33,3,90,0
47551.68,0.4967,1,89,0
112464.94,0.793,0,132,1
37373.63,0.1798,1,37,0
41807.5,0.1498,0,81,0
65849.29,0.3049,2,124,0
71375.13,0.2859,1,77,1
74858.46,0.3564,0,166,1
90224.58,0.1688,1,177,1
65470.86,0.0388,1,200,1
74624.4,0.2178,2,226,0
53282.11,0.2721,1,82,0
61587.5,0.6037,2,303,0
62842.72,0.2828,0,89,1
65959.37,0.7428,1,141,0
84765.42,0.5564,1,59,0
76865.74,0.4112,0,124,1
61077.43,0.4899,0,59,0
41601.58,0.7224,0,179,0
61725.48,0.1534,0,272,1
59123.99,0.468,1,93,0
65312.04,0.5383,1,58,0
161609.21,0.3992,0,124,1
47301.73,0.285,0,38,1
72404.96,0.5252,3,113,0
96839.28,0.4072,0,40,1
62573.73,0.4936,1,60,0
171447.14,0.3794,0,84,1
50507.76,0.3653,1,21,0
69275.05,0.3635,0,35,0
41795.23,0.3517,0,40,0
51114.01,0.4267,0,180,1
66971.35,0.303,1,142,1
87626.33,0.1144,0,197,1
69119.53,0.48,0,61,0
105514.29,0.6305,1,167,0
57369.36,0.4018,2,94,0
51561.17,0.2174,0,195,1
202155.66,0.4429,0,56,1
71496.73,0.6323,0,29,0
43314.09,0.0374,2,253,1
43808.42,0.1974,1,90,0
39175.0,0.1938,1,107,0
91258.94,0.1144,1,205,1
50819.24,0.4687,0,60,0
63405.96,0.6474,0,293,1
58187.22,0.2811,1,122,1
83214.06,0.1152,2,53,0
40903.26,0.3263,0,63,0
36900.95,0.4776,1,209,0
66232.98,0.2754,0,74,1
78466.86,0.4645,0,420,1
69538.76,0.3338,1,121,0
41595.44,0.4664,0,86,0
81216.05,0.5567,0,163,1
42841.5,0.5637,0,64,0
47349.31,0.495,0,53,0
39152.55,0.7128,0,87,0
107529.58,0.3109,0,222,1
79621.52,0.3347,1,140,1
78609.44,0.2794,1,247,1
104950.61,0.3253,2,143,0
212286.52,0.6479,0,194,1
27746.04,0.3819,0,241,0
42947.36,0.5258,0,420,1
45375.21,0.2164,0,133,1
40828.32,0.5251,0,222,0
36867.57,0.4603,1,28,0
52321.16,0.1703,0,167,1
34631.82,0.5919,1,120,0
69617.35,0.1712,0,34,1
61283.4,0.1599,0,333,1
74344.35,0.5308,1,152,0
75242.97,0.267,2,105,0
78539.2,0.3976,1,268,1
50613.11,0.1447,1,36,0
155517.65,0.1676,0,114,1
66535.71,0.2831,1,21,1
25896.99,0.1777,0,122,0
38136.65,0.211,1,39,0
27358.26,0.3982,1,90,0
60343.02,0.6139,0,153,0
56680.62,0.2819,0,254,1
48494.63,0.3046,1,99,0
147992.48,0.5184,1,76,1
76652.87,0.3449,0,146,1
83012.32,0.3055,0,94,1
39380.14,0.1783,2,157,0
38192.13,0.2437,1,159,0
60874.06,0.4781,1,155,0
64721.79,0.313,3,176,0
25969.03,0.1737,0,201,1
55207.93,0.5154,1,132,0
60254.49,0.3434,1,101,0
54349.08,0.1814,0,157,1
41521.82,0.2513,0,82,1
46967.41,0.4833,1,43,0
55293.65,0.1886,0,21,0
62371.27,0.3138,2,66,0
78602.3,0.4474,0,179,1
97380.89,0.3568,0,118,1
52446.22,0.3535,1,271,1
48763.13,0.1682,0,144,1
72907.37,0.4167,0,96,1
78816.7,0.3867,1,108,1
49247.3,0.0749,1,83,1
85449.18,0.3999,0,107,1
93042.66,0.6166,0,38,0
107072.23,0.6175,1,174,0
133284.92,0.4086,1,127,0
40542.77,0.2415,0,118,1
60249.78,0.5157,0,38,0
60178.77,0.2707,0,116,1
57289.17,0.2326,2,74,0
44704.6,0.7061,2,248,0
30684.01,0.0871,1,200,1
62424.04,0.5867,0,194,0
42371.87,0.2945,0,62,0
62236.51,0.4571,0,218,1
41884.89,0.362,1,55,0
36503.15,0.5134,1,151,0
66531.73,0.3019,2,122,0
64081.74,0.2717,1,111,0
77705.16,0.4138,0,54,1
160113.58,0.4902,2,7,0
67831.39,0.2593,0,167,1
74480.07,0.2373,1,29,0
36867.93,0.525,3,48,0
33553.34,0.2791,0,10,0
122060.64,0.3258,2,180,0
39514.94,0.5081,1,119,0
37429.9,0.4521,1,36,0
58829.9,0.5883,0,55,0
57492.71,0.2463,0,35,0
39889.65,0.3523,0,78,0
52196.05,0.3655,1,56,0
104111.64,0.5508,0,114,1
41660.26,0.1131,0,35,1
31979.41,0.1253,0,168,0
91506.67,0.1073,3,193,1
74722.28,0.4849,0,328,1
45286.61,0.5259,0,96,0
29378.69,0.3437,1,292,0
42826.81,0.1076,1,217,1
58418.21,0.7116,0,29,0
101169.48,0.3574,0,97,1
37554.11,0.3348,0,53,0
57639.65,0.5245,3,47,0
81130.57,0.2988,0,105,1
20505.12,0.2553,0,145,0
95339.91,0.1807,0,68,1
35168.19,0.4962,0,110,0
69521.96,0.3297,0,99,0
66903.56,0.442,1,110,0
97544.49,0.4653,1,84,0
76719.87,0.4656,1,80,0
20541.84,0.6202,0,79,0
42059.87,0.3869,1,144,0
63716.08,0.4003,1,37,0
54844.6,0.6269,2,101,0
74230.09,0.2049,1,38,0
85409.7,0.1429,0,238,1
78731.87,0.5122,1,144,0
54370.46,0.4582,0,167,0
26085.85,0.082,1,53,0
48777.94,0.2872,1,116,0
72212.3,0.3281,0,140,1
36654.77,0.5106,2,45,0
79544.64,0.4362,0,130,1
90109.15,0.1787,0,138,1
63391.82,0.5793,1,41,0
15082.63,0.5403,1,72,0
33686.76,0.1881,0,112,1
139914.27,0.7432,1,146,0
46819.64,0.4177,2,130,0
24517.33,0.5025,1,29,0
104387.09,0.388,1,183,1
60235.07,0.3993,1,193,0
98442.04,0.4547,0,63,1
67821.29,0.469,1,80,0
73596.42,0.5682,1,85,0
70499.03,0.4639,0,148,1
81950.42,0.3602,1,143,1
166848.87,0.2546,0,111,1
92684.16,0.1243,1,101,1
29402.86,0.498,0,168,0
73203.44,0.5232,3,67,0
100074.12,0.5782,1,56,0
102869.39,0.6765,1,95,0
49415.91,0.3084,1,42,0
101136.36,0.0851,1,181,1
90897.16,0.2514,0,95,1
190542.94,0.241,1,174,1
42723.28,0.616,1,129,0
47651.52,0.3156,1,175,1
52169.14,0.8633,0,103,0
48021.3,0.3592,1,224,1
40114.4,0.4632,0,328,1
17271.21,0.5408,1,173,0
49236.24,0.0735,1,76,0
70700.73,0.0307,2,237,1
47956.53,0.2111,0,53,1
143046.0,0.4694,0,169,1
60235.62,0.2843,1,47,0
107040.56,0.2839,0,96,1
67348.72,0.6016,1,88,0
86845.27,0.2264,0,137,1
67891.0,0.086,1,42,1
110852.2,0.3011,0,104,1
61400.47,0.1777,1,170,0
74850.97,0.3998,0,252,1
70604.55,0.1902,2,127,0
52589.49,0.5812,0,233,0
71843.26,0.5675,0,52,1
163648.12,0.1584,0,22,1
53014.53,0.128,0,57,1
72313.0,0.4585,0,34,1
105450.88,0.1281,1,166,1
100018.85,0.3651,1,169,0
60190.66,0.1045,0,122,1
20485.55,0.3957,0,170,0
75547.45,0.6092,1,107,0
22053.72,0.4025,0,104,0
116014.65,0.1596,0,200,1
64618.97,0.1152,2,88,0
93887.57,0.3923,0,136,1
39896.74,0.0837,2,166,0
29773.43,0.2406,0,195,1
67328.54,0.1092,0,132,1
58975.56,0.0725,0,93,1
47992.82,0.0161,2,86,0
62199.21,0.4298,1,28,0
208010.98,0.1449,0,87,1
87163.11,0.3884,2,94,0
96016.41,0.43,0,129,1
87533.04,0.368,1,143,0
116512.98,0.4433,0,138,1
54965.87,0.27,0,125,1
23750.47,0.3616,1,87,0
55002.63,0.7192,0,85,0
86273.79,0.6211,0,210,1
38699.8,0.391,2,150,0
55305.92,0.1509,0,17,1
43857.61,0.447,1,19,0
117702.22,0.2696,0,28,1
83889.49,0.229,0,66,1
80273.38,0.2442,0,152,1
79199.13,0.4433,0,69,1
58878.89,0.3265,0,138,1
65440.74,0.432,0,57,1
35124.95,0.2446,1,164,0
22383.99,0.5173,1,149,0
64057.51,0.1506,0,23,1
69271.97,0.4442,1,257,1
103173.68,0.446,0,76,1
121430.96,0.5959,0,31,1
121357.9,0.2152,0,96,1
38211.41,0.5091,1,158,0
51096.98,0.548,0,48,0
74321.12,0.2279,1,114,0
187092.25,0.2436,0,88,1
116546.39,0.452,1,47,1
99084.54,0.273,0,111,1
50286.68,0.7194,0,55,0
40237.72,0.2152,0,81,1
85392.07,0.4865,0,60,1
36486.68,0.1342,1,70,0
53782.51,0.4273,1,91,0
56860.14,0.3698,0,69,0
122615.71,0.4715,1,72,1
51041.09,0.3015,0,90,1
19977.02,0.6072,0,58,0
75131.87,0.596,0,38,0
43714.72,0.1296,0,47,1
61033.85,0.5168,1,112,0
57583.01,0.0865,0,296,1
52935.7,0.1417,1,33,0
85447.14,0.1961,1,70,1
30037.77,0.2465,2,49,0
47445.81,0.373,0,94,0
81455.9,0.2411,1,139,0
45417.91,0.2765,0,202,1
29028.6,0.5501,0,83,0
80890.36,0.4385,1,281,1
99249.54,0.4239,1,52,0
58674.01,0.4188,0,74,0
24775.72,0.1454,0,60,0
82263.8,0.308,0,146,1
28368.95,0.0577,0,87,1
68800.04,0.0458,0,163,1
40160.58,0.3971,0,104,0
35527.86,0.3168,0,155,1
49076.74,0.0186,0,82,1
55133.68,0.195,0,23,1
44806.4,0.4525,0,56,0
78035.29,0.6076,1,157,0
48984.97,0.5011,0,129,0
93068.02,0.4262,1,138,1
67950.03,0.3402,1,139,0
43743.54,0.4228,1,64,0
40551.46,0.0714,1,11,0
28527.58,0.4363,0,347,1
68242.99,0.2566,1,107,0
51043.61,0.5019,1,123,0
20589.0,0.5789,0,132,0
47048.22,0.4302,0,103,0
39916.09,0.6441,0,80,0
121668.44,0.4174,0,179,1
27826.65,0.1037,1,59,0
31300.59,0.4664,1,57,0
98665.08,0.3058,0,95,1
110254.15,0.5686,0,26,0
42819.88,0.0864,1,28,0
45051.49,0.0676,1,132,1
79008.12,0.1963,2,164,0
21011.08,0.1007,2,155,0
25912.04,0.549,1,54,0
52768.51,0.5392,0,200,1
120264.74,0.1983,1,25,1
49213.41,0.5357,0,88,0
62656.43,0.1036,0,89,1
99728.34,0.6111,0,65,0
154522.98,0.4627,1,118,1
46185.36,0.6028,0,94,0
59422.22,0.3194,0,158,1
135934.01,0.0773,1,141,1
30182.28,0.3594,2,102,0
95074.06,0.2258,0,85,1
37864.07,0.3147,0,168,1
62699.74,0.455,0,168,1
53681.38,0.6157,0,32,0
38905.65,0.1782,0,92,1
38468.85,0.6089,0,118,0
67804.68,0.1447,0,62,1
93713.05,0.3514,0,41,1
56478.69,0.4146,1,92,0
61793.34,0.0367,1,71,1
77422.16,0.7242,2,170,0
38668.15,0.5642,0,39,0
83521.69,0.3039,1,63,0
86569.63,0.4215,0,115,1
193229.1,0.5239,0,182,1
50551.76,0.1969,0,39,0
48720.89,0.0764,0,147,1
84629.2,0.5684,0,250,1
86560.33,0.4676,1,160,0
47061.51,0.2288,1,134,0
49939.96,0.2638,2,81,0
76382.5,0.3391,1,9,0
41257.45,0.4554,2,93,0
49774.58,0.3838,1,59,0
62337.39,0.0447,1,196,1
93729.89,0.1748,0,112,1
45612.21,0.3814,0,40,1
26132.29,0.3417,0,49,0
25273.99,0.2322,0,20,0
33971.06,0.2553,1,54,0
33159.17,0.0406,2,38,0
55850.02,0.828,0,172,0
35066.58,0.4856,3,19,0
43641.35,0.4054,0,146,1
42262.75,0.4977,1,96,0
49107.72,0.4555,0,122,0
108567.45,0.2355,0,71,1
80650.19,0.0954,0,296,1
60310.3,0.1608,1,101,0
48656.38,0.053,0,107,1
49268.75,0.5052,2,227,0
69389.16,0.6503,1,135,0
77876.23,0.4666,1,48,0
39798.01,0.1776,0,154,0
60865.17,0.4916,0,146,1
23999.09,0.3775,0,52,0
65858.99,0.5859,2,60,0
84370.0,0.7718,0,65,0
52784.3,0.2638,0,74,1
135596.27,0.1239,1,139,1
40273.25,0.3642,1,35,0
66028.93,0.2837,1,77,0
58916.64,0.2211,0,61,1
57231.86,0.3215,0,96,1
56871.81,0.4394,2,30,0
62830.59,0.0698,1,170,1
87691.6,0.3187,0,125,1
111299.64,0.43,0,65,0
59813.54,0.6291,1,107,0
86412.9,0.3248,0,162,1
43660.75,0.3265,0,62,0
84514.63,0.2285,0,98,1
42493.39,0.0312,1,103,0
97811.45,0.1037,0,155,1
161908.78,0.5572,2,218,0
56673.51,0.444,1,93,0
22322.61,0.1404,0,168,1
46787.3,0.3763,0,115,1
104228.81,0.2608,1,49,0
76794.21,0.021,3,72,0
66970.74,0.2831,0,133,0
94268.35,0.4714,2,118,0
74459.01,0.418,0,270,1
103567.24,0.6543,0,115,1
90557.53,0.2655,1,41,1
118748.75,0.3717,1,156,1
70365.49,0.3119,0,162,1
89982.16,0.2544,1,76,1
52145.48,0.1486,0,151,1
45676.66,0.3053,0,275,1
129061.65,0.4015,0,207,1
65992.22,0.6169,2,55,0
86008.06,0.4015,2,97,0
63302.68,0.6955,1,129,0
45984.88,0.3456,0,30,0
60170.79,0.4889,0,181,1
114256.06,0.2548,0,151,1
76869.01,0.2258,0,55,1
27717.99,0.6631,0,160,0
54346.74,0.3259,1,164,0
133523.42,0.1508,0,128,1
54382.16,0.7212,0,189,1
26629.76,0.3478,0,165,0
140346.83,0.2908,0,40,1
81395.61,0.0908,1,75,1
58017.17,0.0292,1,94,1
50658.49,0.8081,1,65,0
97446.46,0.603,0,143,1
46915.69,0.5245,2,21,0
100379.71,0.3988,0,53,1
76419.1,0.2979,0,147,1
66843.33,0.4099,1,133,0
63926.01,0.2637,2,189,0
55340.73,0.3677,0,392,1
95849.84,0.4443,0,118,0
40562.36,0.4101,3,81,0
28857.74,0.4939,2,55,0
78944.32,0.1218,0,94,1
79543.34,0.068,0,90,1
74318.0,0.5906,0,66,1
71932.09,0.6644,0,90,0
51831.68,0.4074,1,190,0
85337.33,0.3181,0,41,0
58659.15,0.4174,1,44,0
48088.53,0.4544,1,234,0
52033.81,0.5119,0,59,0
148640.79,0.2368,1,153,1
27426.38,0.2905,0,130,0
74974.6,0.3141,0,101,0
28124.61,0.6845,1,78,0
57027.85,0.6088,0,65,0
49260.0,0.3567,0,127,1
23429.17,0.2575,1,150,0
71329.62,0.147,0,102,1
50462.35,0.529,1,112,0
23280.17,0.0788,0,133,1
87361.12,0.7186,1,54,0
114205.28,0.4273,1,60,0
117073.35,0.5834,1,39,0
70370.57,0.5776,1,277,1
61128.05,0.6493,0,75,0
108843.95,0.3016,0,125,1
127653.22,0.3365,0,65,1
99718.44,0.5513,0,100,1
39195.14,0.4139,2,88,0
65552.41,0.4021,1,88,0
72968.44,0.1278,0,122,1
26520.48,0.3573,0,232,1
73955.02,0.0689,0,60,1
166515.94,0.0856,1,58,1
79855.28,0.5335,1,167,0
116196.25,0.3716,1,221,1
65010.99,0.4153,0,158,1
57933.54,0.4364,1,122,0
71080.77,0.6212,0,132,1
41476.32,0.3277,1,67,0
38804.88,0.2013,1,72,0
105856.22,0.5344,1,200,1
111029.82,0.1468,1,274,1
38330.54,0.4916,1,124,0
92558.81,0.2505,0,72,1
57576.4,0.2032,1,267,1
69766.82,0.4336,1,112,1
73651.4,0.3206,0,237,1
93662.92,0.1858,1,62,0
62144.85,0.2258,0,118,1
112935.59,0.3498,0,102,1
68819.04,0.748,1,40,0
79291.24,0.2511,0,164,1
41152.17,0.3414,1,106,0
158165.39,0.3928,0,94,1
73970.47,0.2197,1,331,1
82524.36,0.5341,3,66,0
29036.72,0.3144,1,76,0
41348.2,0.3361,0,79,1
104511.01,0.5364,0,174,1
68125.1,0.3335,1,58,0
25306.06,0.6857,1,100,0
95533.33,0.4167,0,32,1
46877.72,0.4496,1,64,0
112994.3,0.7947,0,255,1
57553.71,0.7262,0,82,0
65651.65,0.0549,1,250,1
101776.0,0.3728,0,120,1
39979.74,0.4512,0,208,0
38300.53,0.0243,1,60,0
54807.14,0.1124,0,91,1
86875.19,0.1471,1,87,1
32895.96,0.125,2,99,0
28265.14,0.3836,0,144,0
86740.35,0.378,0,253,1
45645.48,0.4877,0,203,1
50186.35,0.3491,1,49,0
25963.2,0.2165,1,184,0
44110.77,0.4677,0,207,1
59670.6,0.3713,1,45,0
91005.03,0.3248,0,110,1
42317.1,0.5744,1,47,0
126224.74,0.2493,1,154,1
44000.21,0.2793,0,25,0
44029.22,0.3426,1,58,0
119588.37,0.3146,0,116,1
65851.47,0.5226,0,111,1
46704.18,0.2254,0,65,1
55836.89,0.6546,1,75,0
110071.24,0.3164,0,14,1
115819.85,0.6339,1,127,0
41458.29,0.1098,1,200,1
58741.68,0.5079,0,34,0
62353.22,0.5242,0,105,0
38414.56,0.3285,0,82,0
58392.44,0.1212,0,82,1
60017.73,0.3046,1,144,0
100016.88,0.5089,0,177,1
103088.31,0.2687,2,84,1
51629.88,0.1763,1,87,1
54378.33,0.3285,0,38,0
80735.33,0.5543,0,21,1
46012.35,0.0937,1,168,1
78033.08,0.2107,2,190,0
57551.88,0.4125,0,132,1
38706.8,0.1793,1,211,1
38926.23,0.3603,0,64,0
114826.37,0.8189,0,16,0
55804.53,0.8713,0,157,0
125261.56,0.4529,0,52,1
47517.99,0.3412,0,126,0
68257.48,0.6345,0,145,1
175730.09,0.3345,2,70,0
37204.16,0.4014,2,70,0
25488.52,0.0317,0,94,0
106826.95,0.6351,1,131,0
41271.85,0.2334,2,31,0
59318.83,0.6234,0,74,0
45997.25,0.1814,0,61,0
67553.37,0.2712,1,67,0
39036.75,0.2343,0,231,1
55217.04,0.1732,0,60,1
73307.4,0.3309,0,80,1
38034.96,0.6002,0,62,0
43693.83,0.0783,0,87,1
51209.37,0.3,0,32,1
31477.65,0.445,0,93,0
49505.92,0.3376,2,136,0
63162.02,0.3067,1,101,1
50021.24,0.461,1,130,0
52991.17,0.1988,1,107,1
59340.32,0.1057,2,111,0
44574.42,0.6347,0,126,0
81713.8,0.4825,0,149,0
114255.24,0.0792,0,122,1
48582.99,0.1525,0,80,1
74483.97,0.3276,1,289,1
53753.94,0.3586,0,80,1
70577.69,0.0944,0,130,1
121127.72,0.6068,2,89,0
75274.51,0.1314,1,82,1
26956.06,0.0939,0,118,1
73445.44,0.2381,1,52,0
104275.18,0.2834,3,314,0
54191.63,0.5243,0,160,1
93717.07,0.492,3,108,0
43890.27,0.5405,0,77,1
30684.33,0.3216,0,187,1
63801.12,0.3566,0,101,1
27162.31,0.3606,0,96,0
53750.22,0.2987,1,11,0
106839.08,0.1892,0,84,1
25351.84,0.045,2,80,0
33665.42,0.635,1,45,0
37631.08,0.1594,0,49,0
58192.17,0.3599,0,234,1
50788.61,0.3395,2,73,0
112376.64,0.3431,1,48,1
91991.99,0.2512,0,98,1
74822.42,0.4251,2,147,0
63929.34,0.6283,0,92,0
71464.31,0.4648,0,158,1
40623.74,0.4774,0,223,1
88057.44,0.1104,1,101,0
36300.26,0.6723,4,81,0
87196.52,0.4073,1,274,1
102105.73,0.5336,0,176,1
65833.83,0.3003,1,167,1
55309.73,0.8606,1,62,0
71692.36,0.4289,0,78,1
16519.83,0.194,1,197,0
68597.83,0.1292,0,28,0
56896.59,0.0736,1,209,1
58525.47,0.4659,0,130,1
82284.63,0.283,0,48,1
57893.13,0.5331,2,33,0
35843.12,0.5737,2,131,0
56182.96,0.2751,0,175,1
61722.26,0.1172,1,48,1
63052.33,0.6737,3,135,0
64399.67,0.2826,1,114,1
95579.73,0.536,0,73,0
36727.62,0.2196,0,91,1
64800.28,0.1197,0,83,0
106987.62,0.4015,1,158,1
27430.88,0.3322,1,53,0
64915.45,0.407,3,29,0
46008.42,0.1918,0,68,0
50674.61,0.2488,0,180,1
39848.36,0.7043,0,69,0
55475.8,0.6756,0,299,1
137113.6,0.3214,0,65,1
33894.44,0.0938,2,59,0
35371.99,0.2534,0,149,1
33327.21,0.3674,0,212,1
130266.58,0.5491,1,95,0
48627.63,0.3105,0,254,1
59187.31,0.4063,1,99,0
49948.5,0.263,1,96,0
39144.28,0.2022,0,90,1
53862.09,0.5815,0,143,0
180992.27,0.8935,1,126,0
112019.91,0.6802,0,155,1
40789.42,0.3293,2,74,0
80130.22,0.4611,1,81,0
41184.4,0.1068,1,61,0
26920.26,0.2804,0,44,0
94729.42,0.218,0,96,1
100915.8,0.4493,1,241,1
95867.62,0.2462,0,105,1
48463.23,0.3184,0,110,0
55545.12,0.3602,0,212,1
83901.14,0.0959,5,71,0
71408.57,0.3056,1,64,0
50154.48,0.1564,0,143,1
28894.82,0.3065,1,107,0
63022.3,0.521,1,44,0
97300.01,0.2503,1,134,0
34929.44,0.398,1,123,0
79813.0,0.2537,0,85,1
69507.77,0.0927,2,88,0
83915.59,0.3351,0,58,1
88644.47,0.2051,0,30,1
43804.45,0.1622,0,196,1
28922.3,0.128,1,106,0
47094.72,0.3893,1,152,0
89331.31,0.6623,1,151,0
46915.26,0.7133,1,86,0
43812.77,0.2205,0,3,0
26380.82,0.1664,0,12,0
131753.94,0.4671,2,36,0
86818.16,0.4095,1,215,1
84664.63,0.3802,0,125,1
92547.42,0.5795,1,91,0
77615.22,0.5661,0,151,0
53640.09,0.3222,1,140,0
55620.45,0.3226,2,68,0
49394.58,0.2418,0,127,1
195953.63,0.1841,0,169,1
76892.25,0.6933,0,182,0
48595.67,0.399,1,57,0
73826.54,0.3055,1,50,0
37991.17,0.3585,1,153,0
117833.52,0.4323,1,305,1
44467.72,0.2868,0,27,1
75018.38,0.1919,1,63,1
96731.07,0.0959,0,265,1
71192.72,0.244,1,228,1
62474.36,0.1953,1,170,1
60165.89,0.4374,1,79,0
58372.58,0.3607,0,315,1
46188.48,0.7137,1,133,0
48909.77,0.5371,0,89,0
116519.7,0.2202,0,263,1
57020.07,0.4926,0,123,1
42040.62,0.5649,0,162,1
47461.12,0.3817,1,127,0
98239.81,0.397,1,197,1
81147.44,0.2788,0,94,1
77045.25,0.1825,0,199,1
53322.6,0.1202,1,113,0
77498.44,0.193,0,254,1
44819.45,0.1551,0,65,1
53272.4,0.1577,1,128,1
92634.05,0.1831,0,148,1
88736.36,0.1901,1,209,1
38489.49,0.0425,1,107,0
40741.93,0.23,0,80,1
62875.76,0.2189,2,133,0
130191.22,0.2256,0,191,1
25285.73,0.5654,0,135,0
67863.24,0.239,0,49,1
32234.11,0.4826,0,220,0
45006.0,0.1365,0,116,1
50818.07,0.4331,0,92,1
49551.67,0.5764,0,134,0
47088.86,0.0874,0,135,1
60068.64,0.4688,0,128,1
47057.95,0.2961,1,121,0
31004.7,0.5274,1,68,0
85045.47,0.4586,0,111,1
84018.52,0.5581,3,77,0
87503.01,0.5513,0,103,1
29931.58,0.2838,1,183,0
68494.8,0.3232,0,120,1
81161.03,0.0986,1,47,1
37645.14,0.3306,0,86,0
60121.81,0.6092,0,181,1
56822.07,0.6167,0,141,1
137168.83,0.3491,0,79,1
142347.03,0.7441,0,6,1
28311.96,0.4346,2,162,0
183922.02,0.1896,3,218,1
39661.98,0.1773,0,113,1
93088.23,0.6183,1,81,0
92662.96,0.0852,1,82,1
38251.55,0.5437,2,278,0
74754.93,0.4177,3,92,0
57045.8,0.2091,0,147,1
76837.53,0.8855,1,36,0
66423.26,0.3406,1,136,0
102575.33,0.2735,0,240,1
61940.52,0.3176,0,96,1
55517.67,0.4453,0,48,0
98049.61,0.6676,1,175,1
77744.12,0.1513,1,197,1
83226.08,0.3482,1,140,0
44397.39,0.4009,1,31,0
37407.7,0.1636,0,42,1
46375.43,0.4086,1,11,0
45280.44,0.2588,0,149,1
85288.05,0.1771,0,146,1
92892.0,0.619,1,129,0
55836.96,0.5522,0,95,0
113995.42,0.337,1,160,0
110836.48,0.2113,0,61,1
66804.75,0.3303,1,222,0
41363.28,0.0659,1,84,0
121651.96,0.6238,0,86,1
58252.49,0.1659,0,73,1
63371.81,0.289,1,163,1
51388.91,0.3768,0,243,1
40118.56,0.749,2,149,0
30918.57,0.4572,0,72,0
79601.7,0.4612,0,52,1
42085.96,0.6314,0,147,0
237230.86,0.3046,0,46,1
36726.98,0.4164,0,126,1
34002.11,0.2981,0,83,0
75324.63,0.3231,0,70,1
119156.27,0.3842,0,175,1
61639.94,0.2908,0,108,1
77459.39,0.3489,0,74,1
26118.62,0.3367,0,116,0
44139.92,0.403,1,77,0
36933.45,0.2264,0,121,1
25520.3,0.1872,0,108,0
63110.42,0.1939,1,127,1
21823.17,0.1058,0,298,1
33024.73,0.3323,0,158,0
47016.92,0.2658,0,44,0
41188.79,0.1951,0,226,1
71566.6,0.21,1,241,1
68700.45,0.2777,0,21,1
89519.29,0.4267,1,38,0
84000.05,0.1844,1,90,1
100044.04,0.341,1,76,1
59822.48,0.3731,0,126,1
68635.15,0.3278,1,32,0
75371.25,0.488,0,56,0
63815.13,0.6592,0,215,0
50074.27,0.1139,1,29,0
51554.81,0.7012,0,64,0
41444.01,0.2207,0,68,1
72383.06,0.3384,0,331,1
57393.89,0.1187,1,108,0
44425.63,0.227,0,70,0
44444.2,0.5093,0,58,0
34728.66,0.4281,0,85,1
93011.52,0.3394,0,72,1
62030.28,0.156,1,82,0
40608.8,0.396,0,104,0
86150.11,0.7968,0,152,0
46527.46,0.2954,1,90,0
31795.33,0.3357,0,70,0
94802.4,0.5576,0,98,1
47018.97,0.1592,0,23,1
49811.21,0.6381,0,86,0
60994.01,0.3087,0,110,1
100124.05,0.0676,1,186,1
60416.46,0.3634,1,58,0
34905.42,0.4958,0,94,0
76476.95,0.4307,2,272,0
48134.51,0.7336,1,118,0
140023.53,0.5943,0,86,1
59843.98,0.4649,0,86,1
21899.83,0.3856,1,143,0
70320.19,0.2046,1,124,1
143640.51,0.4837,0,133,1
121681.73,0.4999,2,68,0
136479.46,0.2049,0,108,1
37839.47,0.0624,0,229,1
90261.71,0.4835,0,77,1
43265.14,0.3501,1,40,0
66232.74,0.5821,2,85,0
33764.71,0.6331,0,80,0
44801.41,0.2716,0,95,1
44165.05,0.2267,1,218,0
89711.11,0.2503,0,111,1
85847.14,0.4566,2,213,0
67817.05,0.3041,1,37,0
32607.92,0.1847,1,55,0
52039.7,0.1992,0,83,1
42798.04,0.1558,1,262,1
88552.78,0.6727,0,173,0
101740.75,0.722,0,56,0
96314.44,0.2386,1,111,1
42623.08,0.5155,2,70,0
17452.01,0.1591,1,183,0
27034.45,0.3472,0,36,0
113519.75,0.4653,0,54,0
49982.85,0.5293,0,73,0
42709.38,0.3955,1,195,0
125391.63,0.1992,1,102,1
105801.71,0.6144,1,96,0
60536.51,0.142,0,44,1
52468.52,0.426,0,82,1
56418.62,0.8128,0,143,0
66318.44,0.2313,1,135,0
